NOT,"@arutz20 בושה וחרפה זו מפלגה שפוגעת במדינת ישראל השם כחול לבן לא מתאים לה ,ירוק של חמאס יותר מתאים להם. אין גבול ,משחקים בבריאות הציבור דנץ לל הביתה לא צריך להרוס הכל סגלל שאתה נכשלת"
NOT,"@Ke1T7G0PhkH5YEZ @yoavr לכן אמרתי: לא חושב שיהיה כאן הסכם כ""כ מהר. כנראה לא בימינו, וגם עם טראמפ אי-אפשר היה לקדם את זה. לגבי י-ם היא כבר מחולקת דה-פקטו והתעמולה של ביבי ש""פרס יחלק את י-ם"" היתה שקרית. יש בה חלק מוסלמי מובהק. י-ם לא מאוחדת, אתה יודע כמוני."
NOT,"""היום הסורים הולכים ללמוד שהיד שמנענעת את העריסה יודעת גם קראטה"" מל גיבסון, הכשרת נהגים רכבת ישראל, סופר יודה סניף וינה גלאט כשר, 1966"
NOT,"RT @Eli_Yishai: יש לי שאלה: עכשיו כשחובש כיפה רצח ילד קטן, איך נוכל להבדיל בין הטובים לבין הרעים?"
NOT,"@ron_zadok @Onetruth011 @ErelSegal לגיטימי. אבל לא יודע איך אמירה ""השאלה הזאת מגיע כי אתה עם כיפה"" יכולה איכשהו לצטייר יפה יותר... ועוד לקבוע שגלעד הוא מלח הארץ לעומת אליהו שהוא בסה""כ מתנחל מאיתמר - לא יודע, אשמח להודות שאני טועה - אבל לא רואה איך זה יכול להצטייר יפה יותר..."
NOT,"@nachi_z9 אני לא מכירה מספיק שמות, אבל חייבים נציג ערבי מוסלמי, נציג דרוזי (לא, לא איוב קרא) ונציג ערבי נוצרי!"
hate,@rtvslo תעמולת שווא סלובנית אנטישמית. השירות הציבורי הסלובני RTV מלא שנאה כלפי ישראל. אוהדי חמאס פלסטינים
hate,RT @BayernMako: @rtvslo תעמולת שווא סלובנית אנטישמית. השירות הציבורי הסלובני RTV מלא שנאה כלפי ישראל. אוהדי חמאס פלסטינים
violence,@Roadrun86259229 @hagarsi @DaphnaLiel כמןבן זה לא אותו דבר תמיד. אני אחסל את חמאס . אבל זה לא אותו דבר
NOT,@Omrygo מגניב רצח
NOT,לחובבי הצ'יזבטים - נסראללה מספר שאסד הסכים לפני המשבר בסוריה להעביר טילי קורנט שקנה מרוסיה לרצועת עזה וזאת בעידוד קאסם סולימאני וחיזבאללה וכו' שהעבירו את הטילים. מחמם אטריות ישנות כדי להראות כמה אסד סייע לפלגים בעזה וכו' #מרגש
NOT,הרשות הפלסטינית סיכלה פיגוע דקירה נגד חיילים https://t.co/pmSyIXhYuK
NOT,RT @RotterNet: הרשות הפלסטינית סיכלה פיגוע דקירה נגד חיילים https://t.co/pmSyIXhYuK
NOT,"פרסום ראשון: פיגוע הדקירה שסיכלה הרשות הפלסטינית - והפגישה החשאית של ראש השב""כ עם אבו מאזן ברמאללה @galberger #חדשותהערב https://t.co/uUJ0MI9zM9"
NOT,"RT @kann_news: פרסום ראשון: פיגוע הדקירה שסיכלה הרשות הפלסטינית - והפגישה החשאית של ראש השב""כ עם אבו מאזן ברמאללה @galberger #חדשותהערב ht…"
NOT,💬לאור חידוש התיאום הביטחוני עם ישראל לפני כחודש: מנגנוני הביטחון הפלסטיניים עצרו שלשום 2 פלסטיניות משכם בדרכן לבצע פיגוע דקירה באזור חווארה שמדרום לשכם. כעת הן במעצר ברשות הפלסטינית
NOT,@maayanef איזה פיגוע בנאשוויל 😱
NOT,@MeravMichaeli הקשר בין מרכסיזם אנטישמי פמונאצי לדמוקרטיה אינו קיים
NOT,@maayanef טירוף. מעניין אם אברי גלעד כבר טען שזה מוסלמי ולא אומרים.
hate,RT @kaisos1987: לחובבי הצ'יזבטים - נסראללה מספר שאסד הסכים לפני המשבר בסוריה להעביר טילי קורנט שקנה מרוסיה לרצועת עזה וזאת בעידוד קאסם סולי…
NOT,זה סגר כמו שאני ערבי https://t.co/cMIckDNZFH
NOT,"RT @amirbohbot: הפיתוחים החדשים שישמשו את צה""ל נגד ארגוני הטרור: בעוד ארגונים כמו חמאס וחיזבאללה שכללו את יכולותיהם בעזרת מערכות שהגיעו לשו…"
NOT,@90FINELINE אז לאדעת טוויטר אנטישמי כרגיל
NOT,RT @gabigr007: @AShwartzman @kaisos1987 @tommybor @or_shwartzman מעניין אם ביידן יהיה נכלולי ומסוכן כמו אובמה שהינו תומך טרור מס 1 https://…
hate,"@idanlandau אתה מראה כאן משפחה ערבייה שהותקפה אבל בו זמנית אתה קורא ליוסף חדאד, ערבי ישראל ציוני, שהוא ערבי מחמד.... קצת צבוע , לא חושב ?! פתאום הפרצוף של תומכי הטרור כמוך מתגלה. כל הצבעים האמיתיים שלכם נחשפים! מילה אחת לא ראיתי אותך אומר נגד רצח האם לשישה ילדים לפני כמה ימים!חתיכת טרוריסט!"
NOT,"@ehudweissman @hagarsi @DaphnaLiel נתניהו לא אמר שהוא יחסל את החמאס, הוא אמר שהוא ימוטט את שלטון חמאס. יש הבדל מהותי. אני מבין שציפית כמו רוב העם לדם ואש ותמרות עשן. אבל הוא עובד בצורה יותר אלגנטית, עם סנקציות כלכליות, חנק דיפלומטי, ושלילת הלגיטימיות של חמאס גם בעולם הערבי. זה לוקח יותר זמן, אבל זה יותר אפקטיבי."
NOT,@yoosiiiiii @iairLevy החדש לא על הצואר. על הראש. למות הוא לא ימות.
NOT,@ItayBlumental @ynetalerts כל עוד זה הדתיים יש להן לגיטימציה . אבל אם זה היה חס וחלילה 0מאלני או ערבי יאאאא ווראדי מה היה הולך פה
NOT,"@Ayelet__Shaked איילת שקד שהיתה שרת משפטים והגאה בהישיגם להגדיר כאבן הורגת וזריקת אבנים היא טרור,באה לתמוך במשפחות ולהגן על זורקי אבנים כאילו שהקורבאן ערבי זה לא נחשב כטרור יכול להיות שילדים שיחקו באבנים למחקר מדעי.צבועה"
NOT,"מרק הריסה (פלפלים אדומים חריפים-חמוצים) עם חומוס ופלפלים חריפים, מאלג'יריה, לימי החורף הקרים 🇩🇿😋🥣 https://t.co/BPbp0DLPuJ"
NOT,@Mayatommo_ אולי פחות כדאי היו עושים לך רצח אופי
NOT,"@Bicherit @GalonItay זה בעיקרון נכון. אבל מתנחלים (ואתיופים) נמצאים קרוב קרוב לאי ליסט, כשרחוק מתחת נמצאים ערבים ישראלים (או פלסטינים ואפריקאים בלי אזרחות, אני לא יודע אם הם בכלל ברשימה) אז להזכיר את הנושא בהקשר של יהודי מתנחל שנהרג, זה לא מתאים."
NOT,@YinonMagal @patriotim20 @YotYotam @YakiAdamker @urizaki @iditsilman כתוב לכם ״שידור חוזר״ מתחת ללוגו 20 מישהו שמה מחבל לכם. ?! https://t.co/CHT0ixzkVE
NOT,RT @carmeldangor: ארבעת יושבי הרכב שבו נסע אהוביה סנדק נחקרו היום למעלה משמונה שעות במשטרה. שניים מהם שוחררו כבר בשישי. הם חשודים ביידוי א…
NOT,@matt_real1 @orsorek @RSBJ_7 @Aviohayon11 ימח שמו איך הביא אותה לחיבור בגמר
NOT,"@Ayelet__Shaked לא הבנתי, העברת חוק שקובע שמחבל שזורק אבנים נכנס 20 שנה לכלא,את תומכת ברצח ילדים פלסטינים על ידי צה""ל בגלל שהם זרקו אבן. אז מה פתאום עכשיו את הולכת לביקור תנחומים? שאת מבקשת לראות את הילד ואת האהבה שלו לארץ ישראל? זה נכון גם גם לילדים פלסטינים שאותם חיילי צהל צריכים להמשיך לרצוח?"
NOT,"זה נראה כאילו ראש השב""כ תכנן פיגוע דקירה, ואבו מאזן שכנע אותו לא לעשות את זה. https://t.co/TaeT3QH1QD"
NOT,"אלון חרזי בא לי טוב רצח, הוא לא גאון כדורגל ולא תשמע ממנו תובנות טקטיות מעניינות או ניתוחים שנונים אבל הוא רגוע, לא מזיין את המוח, לא מדבר כשלא צריך, לא בוכה ולא חופר, לס איז מור במקרה הזה."
hate,@aviadglickman @rothmar נו לא ברור ! מתי הם מקבלים עתירה מימין !! ימח שמם שונאי יהודים !! משתין על בגץ ועליך !!
NOT,"לדעתי סער ואילנה... נכנסו לאותה המיטה.. רק בשביל שוב לשקר ולהנדס את הבוחר. רר לא ביבי. לשקר אין רגליים...עובדה חייבת להחשיך. בעידן זה פוסט אמת ופייק ניוז הם טרור ,ולוחמה ביולוגית לכל דבר . סכנה ברורה ומיידית. https://t.co/qzqdBUThIi"
NOT,"RT @tsahi8: @michael_dvorin פשיזם, תתרגל, אתה לא יריב פוליטי, אתה אויב המשטר, עכשיו דמיין איך יראו החיים שלך אם הם ינצחו בבחירות. רק ליכוד…"
NOT,"נסראללה נשאל בראיון על היחס שלהם לערביי ישראל (שאלה לא שגרתית חייב לומר): ""אנחנו לא מבקשים מערביי ישראל כלום. הם מעריכים את התנאים ואת המצב. הם אחינו ואנחנו יודעים שהם מצפים ליום שבו פלסטין תחזור להיות מהים והנהר. זה לפחות מה שאנחנו שומעים מהם בתקשורת וברשתות החברתיות""&gt;&gt;"
NOT,"נסראללה ב""ראיון סיכום השנה"" בערוץ ""אל-מיאדין"" הלבנוני: ""יורש העצר הסעודי מוחמד בן סלמאן הציע שארצות הברית תתנקש בחיים שלי, במהלך ביקורו בוושינגטון. האמריקאים הסכימו להצעה הסעודית - כאשר ישראל תבצע את המשימה"". #إسرائيل #محمد_بن_سلمان #السعودية #واشنطن #نصرالله"
NOT,"אמרתי שאנחנו מוכנים לשלם את הפיצוי והתגובה הייתה מצוינת. היו אמרו שנפגיז אפילו שזה ייפול על הבתים אבל אל תפסיק. אני מתאר לעצמי שבמלחמה הבאה שהלבבות של ערביי ישראל יהיו עמנו. הם מצפים לכל תקווה, פער והזדמנות שתשנה את מאזן הכוחות לכיוון של שחרור פלסטין"
hate,מהנהר עד הפאקינג ים פלסטין תהיה חינם. https://t.co/PaMldIz8yo
NOT,@YinonMagal כולם מפרגנים(אפילו עוכר ישראל כמו גדעון לוי) אתם פשוט מחפשים את השנייה וחצי שמישהו לא פרגן כדי לצייץ את זה. והשיסוי ממשיך...
NOT,"נסראללה מגלה שנפגש עם מנהיג חמאס, איסמאעיל הניה, כמה פעמים במהלך ביקורו האחרון בביירות ונשמע אופטימי בנוגע להחזרת היחסים בין חמאס לאסד למסלולם, אבל באותה נשימה אומר שזה ייקח זמן"
NOT,"נסראללה במסר לערביי ישראל: ""אני מעריך שבמלחמה עתידית לבבותיהם יהיו איתנו"" מפני, שלדבריו, אלה מצפים ""לכל הזדמנות שתוכל לשנות את המשוואות באזור לטובת שחרור פלסטין"". נסראללה הוסיף: ""לפי מה שאנחנו שומעים מעמדותיהם, הם מצפים ליום שבו תשוב פלסטין להיות מהים עד הנהר""."
NOT,@27g0CxjnZRBfJ34 @amit_segal היה כותב? אם ערבי היה מת? היה משווה את האלימות לבלפור?
NOT,"נפתלי בנט הוא חלק בלתי נפרד מהמהחנה הלאומי ציוני. אין לזלזל בו ובמפלגתו ""ימינה"".הלוואי שהיו עוד מפלגות ציוניות איכותיות כמוה במקום הסמרטוטים של יש עתיד ושל אין תקווה לישראל. https://t.co/s17NAgTwTa"
NOT,ציוניסט ערבי מאוחד חייב להיות השם החדש. 🇦🇪 🐑 #ZionistanGate
NOT,לא הבנתי ילדה ששיחקה רצח באחד החברים הכי טובים שלי העלתה תמונה עם משפט משיר של הארי היא כזאת מעצבנת אותי סעמק מי היא חושבת שהיא שאני אבין
NOT,"@YosephHaddad @idanlandau יוסף אתה תותח ! אתה איש של אמת ! לא של שקר לא שחור ולא לבן ולכל אותם אנשים שצובט להם בלב, הבועה שלהם אוטוטו תתפוצץ להם בפרצוף, מחבל לא תישמע מהם, האדמה תבלע אותם! כל הכבוד לך!!!!"
NOT,"@avribloch אחד חייל, השני לא. אחד חי ויש סיכוי להחזירו, השני כבר מת. וזה לא קשור להיותו מתנחל. לא זוכרים אותו כמו שלא זוכרים רבים אחרים (חילוניים, דתיים, קיבוצניקים, מושבניקים, עירוניים, גברים, נשים) שנרצחו בפיגועים."
NOT,"RT @OkbiYasser: נסראללה ב""ראיון סיכום השנה"" בערוץ ""אל-מיאדין"" הלבנוני: ""יורש העצר הסעודי מוחמד בן סלמאן הציע שארצות הברית תתנקש בחיים שלי,…"
NOT,"@TomerPersico תומר, שאלה כי פוסט על מפלגת העבודה מעניין כמו השפם של פרץ דאשקד. לדעתך המשטרה מנסה לטייח כרגע רצח של נער גבעות?"
NOT,@ish_echad @Altercka תמצאו פתרון יותר יהודי ואמיתי.. גם אם הם מתנהגים כלפי החרדים כנגד אויבים... אנחנו יודעים שהם לא אויבים נגדנו. תהיה יותר יצירתי... מה לך ולנצרות...ימח שמם וזיכרם
NOT,"@Onetruth011 אתה סתם מבלבל במח, עוד מהבכי והנהי הבלתי נגמר מבית המדרש שלכם. גלעד שליט היה חייל שנחטף במילוי תפקידו והוחזק בשבי ע״י ארגון טרור במשך יותר מ-5 שנים. בסוף מי שבחר לשחרר אותו במחיר לא הגיוני הוא הפטרון שלכם, כמובן בשביל לזכות בעוד כמה קולות בבחירות דאז. הוא לא מלח הארץ ולא נעליים."
NOT,"@ehudweissman @hagarsi @DaphnaLiel 39 מיליון דולר כל חודשיים ,זה פחות מחצי דולר לכל תושב עזה ליום. אף אחד לא מתעשר או מתחזק מזה, זה נותן להם לשמור את הראש מעל המים ולא יותר מזה, ולנו זה נותן את התקופה הכי שקטה בעשרים שנה האחרונות."
NOT,@YairGolan1 @NitzanHorowitz שמאל ציוני עם טיבי ביחד
NOT,"@iloveisraell לנתניהו יש אינטרס ""להפעיל"" את גנץ שיישאר במשחק הפוליטי, אפילו כדי לשרוף מנדטים יקרים אם לא יעבור את % החסימה. ואם יעבור את % החסימה, יחבור כמובן לביבי. הכל לכאורה"
NOT,"💬נסראללה אמר בנאומו כי נפגש עם מנהיג חמאס איסמאעיל הניה מספר פעמים במהלך ביקורו האחרון בביירות ונשמע אופטימי בנוגע להחזרת היחסים בין חמאס לאסד למסלולם, אבל מיד הדגיש שזה ייקח זמן"
hate,@AdlerNaama ישר כוח נעמה השמאלנים ארורים ממש בהמות צפיתי מה שעשו אתמול עם הלפידים הם מסוכנים מאוד שמאל שפל בזוי קנאי מרושע אנרכיסט עוכר ישראל ימח שמם נבלות
NOT,@AvigdorLiberman אנטישמי שונא חרדים
NOT,@avishay_sela @orsorek @ShneyVavim אני לא בטוח מה רשימת השמות הזאת עושה לי איפשהו בין געגוע נוסטלגי לשנאה עזה לשחקנים האלה
hate,השמאל בישראל הוא מרצ. על הגדר לצידם יושבים עוכרי ישראל המכונים הרשימה המשותפת. אין שמאל אחר. כל יתר המפלגות הן מרכז או מרכז ימין ציוני. https://t.co/udQIh1NVG8
Hate,"@ZigdonL @YosephHaddad @idanlandau כיבוש מבחירה. כיוון שחמאס לא מתמזג לרשות, אין מדינה פלסטינית."
NOT,@lewinthal אינתיפאדה שנייה ותוצאותיה
NOT,@attilus @hagigat1 @YosephHaddad @saritm0 ימנים מכחישי כיבוש שמנסים לפרק שיתוף פעולה יהודי ערבי למען ביבי זה huge
NOT,"@Meravbenari כל המלצה כזו מסכנת חיים. מי שדוחף לשם דוחף לסיכון חיים. מי שימות כי נדבק בפלאפאל, ימות בין השאר בגלל החוסר אחריות הזו"
Violence,"@KarenLHaber זו התרבות הערבית שצריכה רפורמה. רצח הוא כלי לגיטימי בתרבות הערבית, וכאן בדיוק דרושה הרפורמה. רק הערבים יוכלו לתקן את מה ששייך להם, לא אף אחד אחר."
NOT,תחושה פנימית אך מעומעמת קלות אומרת לי שאם לא הייתי ז'ידובקה ™️ אז מאה אחוז שהייתי מוסלמית ובעצימות גבוהה לצ'צ'נית כי זה נשמע לי צ'אדי רצח
NOT,"מילא האמירה על מי הילד של כולנו (גלעד שליט) ומי לא (מתנחל שנחטף ונרצח). ניחא. אותי מדהימה חוסר המודעות של ההטייה. סיפורה של התקשורת הישראלית בכמה שניות. למרואיין יש הטייה בגלל הכיפה שעל ראשו, למראיינת הנכבדה אין הטייה. פשוט לא קיימת https://t.co/nuNTWcUdrx"
NOT,@Ayelet__Shaked שמענו את אביו המשיחי ואני לא יודע מה יש ללמוד מהורים שטיפחו מחבל יהודי
NOT,"@guyhaim @netanelgla @ErelSegal גם אם מה שאתה אומר נכון אין נגד זה עבירה פלילית. פוליטיקים באים בטענות לכתבים איפה לשים את הסיפור שלהם שזה אותה עבירה בדיוק רק במצוצמם. נתניהו עשה את זה בגדול. אם נקביל זאת לעבירת רצח זה כאילו 2 אנשים רצחו, האחד נתן לקורבן כדור בראש והשני נתן 8 כדורים בגוף האם זו לא אותה עבירה"
NOT,"@Zchokamoral @Democrat_TV @chaimlevinson @freyisrael1 עזוב, פריי אנטישמי"
NOT,@Kookoolon הנקודה היא אחרת. למה אם הגנב היה לא ממוצא ערבי שמאלנים לא היו מגינים עליו?
NOT,"@Ahmad_tibi נורא ואיום שמאלצים אתכם להגיע לערים יהודיות! עכשיו בוא, לו חבר כנסת יהודי היה אומר שמאלצים אותו להגיע לערים ערביות - כמה זמן היה לוקח לך לארגן אינתיפאדה שלישית? אה, וגם יהודים נוסעים רחוק. למשל חברים שנאלצו להתחסן באום אל פאחם. שקוף שאתה מת לכותרת ממורמרת."
NOT,@saragusti @gidonsaar @sbyifat @netanyahu @naftalibennett @Ayelet__Shaked @gantzbe תקווה חדשה: ימין לאומני קיצוני לא ביביסטי עם גוון דתי ליכוד: שם אירוני למפלגת שנאה ביביסטית מלוכנית ימינה: ימין דתי קיצוני עם ריח חזק של פשיזם. כחול לבן: לא באמת קיימת.
Hate,"@KarenLHaber עדיין לא הפנמת... הם התנגדו לתחנות משטרה, הם לעולם לא ימסרו מידע, אלה הם חלק מדפוסי ההתנהגות של חברה בה רצח הוא לגיטימי ומעוגן בתרבות. המשטרה במקרה הרע (אין כאן טוב) תוכל לטפל בסימפטומים (ובתנאי שישנו שיתוף פעולה מינימלי שכרגע לא קיים), אך לעולם לא תוכל לפתור את הבעיות !"
NOT,@Levi10GI אני אישית הגבתי לפני שידעתי שהוא ערבי
NOT,"@yairlapid לא שמעתי שום מילה ממך על רצח הנער אהוביה סנדק ז""ל ע""י כוחות המשטרה."
NOT,@kaisos1987 ואללה מביך אבל כל ערבי ישראלי ששאלתי אותו אם הוא מעוניין בדרכון פלסטיני (אפילו לא לגור שם) קרא לי משוגע
NOT,"@herutcohen אבל לא כ""כ מבין מה ההשוואה תורמת. שליט היה: א. חי. ב. בשבי ממושך. אשרי נמצא מת תוך יום או יומיים, רצח נורא אבל אף פעם לא הציב אותנו מול איזושהי הכרעה מדינית או מוסרית."
NOT,"@mosheifargan @YairNetanyahu ואללה?? אני חשבתי שזה שראש הממשלה נאשם בכך שלקח שוחד, זה פיגוע נגד הדמוקרטיה. אבל אני, מה אני מבין??"
NOT,"@TheRighTr0LL @JoshBreiner @kahane_zadak כמובן, צריך לחקור את המקרה לעומק אבל על ההורים מוטלת אחריות, ילד בן 16 לא אמור לברוח משוטרים ו/או לזרוק אבנים לכאורה. המתנחלים מאפשרים לילדים שלהם לעשות טרור מה לעשות שלפעמים יש לזה מחיר"
NOT,"@EyHDBr3tvEP2ecn זה בחסות מנדלבליט שי ניצן בג""ץ יועמשית של המשטרה ימח שמה בעלה מארגני ההפגנות נגד נתניהו לכאורה גיסה עו""ד שעובד עיריית ירושלים זה שמפרסם שיבואו להפגנות פותח להם חניונים חלקם במחיר מוזל גועל נפש"
NOT,"@YarinNeufeld לא עשינו לא כלום זה מה שמחרפן אותי, סתם הוא אנטישמי סתם."
NOT,"@TPrincess_azula יש מצב שהציוץ הזה משלים את הציוץ שהגבתי לו... בהצלחה עם העולם השטוח. אני הייתי אני ואת כנראה תישארי מי שאת. אגב, תזכירי לי, מי רצח את קנדי? (רטורית כמובן. לא מצפה לנאום קונספירטיבי. שבעתי לשנות דור. היי שלום)"
NOT,"וגם - אם אני קונה תותים כשרים מירקן ערבי, זה כשר או לא?"
NOT,"@Likud_Party עבאס קארים, מתי האיש שמנצח את חמאס מאז 2009 מעביר דמי השבחת מנהרות ודיוק הטילים לשותפיו הטבעיים בעזה?"
NOT,"@Levi10GI איזה דיון? טענת שהגנתי עליו כי הוא ערבי. הוסבר שזה לא המצב. החוק קבע מבחנים מאוד ברורים מתי אדם משוחרר ממעצר ומתי הוא מוחזק עד תום ההליכים. בהיותך לא גזען, אני משוכנעת שלא תטען שאדם שעומד בכל המבחנים הללו צריך להיות מוחזק רק כי מתברר שהוא ערבי. אז יש לך איזו טענה מהותית בנושא?"
NOT,"@ariel_schnabel אתה בחור עם סקרנות אינטלקטאולית. המלצת קריאה: 'האדם המשחק' של יוהן הויזינחה. ברור לי שאחרי שתקרא את הספר תבין מדוע (גם) זהות קולקטיבית, היא בסה""כ משחק. אגב, גיור מוכיח זאת: ברוך הבא מר ערפאת, רק אתמול עוד היית מוסלמי, וכעת חובר לך בהצלחה דיסק-און-קי של הזכרון הקולקטיבי היהודי."
NOT,אני בעד לחסן את אסירי חמאס בספוטניק של פוטין
NOT,אל גזירה ערוץ ציוני ואוהב ישראל לעומת ערוץ 12 @N12News https://t.co/D3jcxNgawD
NOT,@GiladCohenJR @ynetalerts זה כמו שאגרוף מצא פרצוף משוטט. לא מאמינים למשטרה. הכל מההתחלה נראה כמו רצח וטיוח של הנער רק בגלל שהוא דתי. דם המתנחלים אינו הפקר.
